,year,area_code,Total,SA2 code,SA2 name,Postcode
7042,2016,21113,15497,21113,Ascot Vale,3032.0
7043,2016,21114,28946,21114,Essendon - Aberfeldie,3040.0
7044,2016,21115,10734,21115,Flemington,3031.0
7045,2016,21116,15158,21116,Moonee Ponds,3039.0
7046,2016,21117,20242,21117,Carlton,3000.0
7047,2016,21118,11832,21118,Docklands,3005.0
7048,2016,21119,5475,21119,East Melbourne,3000.0
7049,2016,21120,91,21120,Flemington Racecourse,3031.0
7050,2016,21121,11530,21121,Kensington (Vic.),3031.0
7051,2016,21122,40181,21122,Melbourne,3000.0
7052,2016,21123,22106,21123,North Melbourne,3000.0
7053,2016,21124,7898,21124,Parkville,3000.0
7054,2016,21125,6453,21125,South Yarra - West,3004.0
7055,2016,21126,20288,21126,Southbank,3004.0
7057,2016,21128,16490,21128,Albert Park,3004.0
7058,2016,21129,16382,21129,Elwood,3184.0
7059,2016,21130,17469,21130,Port Melbourne,3207.0
7060,2016,21131,25,21131,Port Melbourne Industrial,3207.0
7061,2016,21132,12492,21132,South Melbourne,3004.0
7062,2016,21133,28166,21133,St Kilda,3004.0
7063,2016,21134,17613,21134,St Kilda East,3182.0
7064,2016,21135,9619,21135,Armadale,3143.0
7065,2016,21136,21275,21136,Prahran - Windsor,3143.0
7066,2016,21137,22350,21137,South Yarra - East,3141.0
7067,2016,21138,14036,21138,Toorak,3142.0
7068,2016,21139,8770,21139,Abbotsford,3067.0
7069,2016,21140,9058,21140,Carlton North - Princes Hill,3054.0
7070,2016,21141,9235,21141,Collingwood,3066.0
7071,2016,21142,11259,21142,Fitzroy,3065.0
7072,2016,21143,13129,21143,Fitzroy North,3068.0
7073,2016,21144,32686,21144,Richmond (Vic.),3121.0
7074,2016,21145,9606,21145,Yarra - North,3068.0
7075,2016,21146,8104,21146,Ashburton (Vic.),3145.0
7076,2016,21147,16679,21147,Balwyn,3103.0
7077,2016,21148,21440,21148,Balwyn North,3103.0
7078,2016,21149,22646,21149,Camberwell,3124.0
7079,2016,21150,17182,21150,Glen Iris - East,3123.0
7080,2016,21151,24548,21151,Hawthorn,3122.0
7081,2016,21152,16192,21152,Hawthorn East,3122.0
7082,2016,21153,26504,21153,Kew,3101.0
7083,2016,21154,6855,21154,Kew East,3101.0
7084,2016,21155,17126,21155,Surrey Hills (West) - Canterbury,3124.0
7085,2016,21156,11565,21156,Bulleen,3105.0
7086,2016,21157,21885,21157,Doncaster,3107.0
7087,2016,21159,17682,21159,Templestowe,3106.0
7088,2016,21160,14305,21160,Templestowe Lower,3106.0
7089,2016,21424,15328,21424,Doncaster East (North),
7090,2016,21425,14596,21425,Doncaster East (South),
7091,2016,21161,22291,21161,Blackburn,3130.0
7092,2016,21162,11229,21162,Blackburn South,3130.0
7093,2016,21163,20839,21163,Box Hill,3128.0
7094,2016,21164,18466,21164,Box Hill North,3104.0
7095,2016,21165,12900,21165,Burwood,3125.0
7096,2016,21166,10772,21166,Burwood East,3151.0
7097,2016,21167,10456,21167,Surrey Hills (East) - Mont Albert,3127.0
7098,2016,21168,14250,21168,Beaumaris,3192.0
7099,2016,21169,24353,21169,Brighton (Vic.),3186.0
7100,2016,21170,16718,21170,Brighton East,3186.0
7101,2016,21171,11463,21171,Cheltenham - Highett (West),3188.0
7102,2016,21172,18611,21172,Hampton,3186.0
7103,2016,21173,17517,21173,Sandringham - Black Rock,3188.0
7104,2016,21174,23586,21174,Bentleigh - McKinnon,3187.0
7105,2016,21176,19091,21176,Carnegie,3163.0
7106,2016,21177,22288,21177,Caulfield - North,3145.0
7107,2016,21178,18393,21178,Caulfield - South,3162.0
7108,2016,21179,12110,21179,Elsternwick,3185.0
7109,2016,21180,8038,21180,Hughesdale,3166.0
7110,2016,21181,9809,21181,Murrumbeena,3163.0
7111,2016,21182,14057,21182,Ormond - Glen Huntly,3163.0
7112,2016,21426,15482,21426,Bentleigh East (North),
7113,2016,21427,13767,21427,Bentleigh East (South),
7114,2016,21183,9427,21183,Aspendale Gardens - Waterways,3195.0
7115,2016,21184,60,21184,Braeside,3195.0
7116,2016,21185,12111,21185,Carrum - Patterson Lakes,3175.0
7117,2016,21186,14833,21186,Chelsea - Bonbeach,3196.0
7118,2016,21187,5538,21187,Chelsea Heights,3196.0
7119,2016,21188,23449,21188,Cheltenham - Highett (East),3189.0
7120,2016,21189,13376,21189,Edithvale - Aspendale,3195.0
7121,2016,21190,13695,21190,Mentone,3194.0
7122,2016,21191,9253,21191,Moorabbin - Heatherton,3169.0
7124,2016,21193,20969,21193,Mordialloc - Parkdale,3195.0
7125,2016,21194,21148,21194,Malvern - Glen Iris,3144.0
7126,2016,21195,22575,21195,Malvern East,3145.0
7127,2016,21196,10292,21196,Bundoora - East,3083.0
7128,2016,21197,21348,21197,Greensborough,3088.0
7129,2016,21198,15532,21198,Heidelberg - Rosanna,3084.0
7130,2016,21199,14806,21199,Heidelberg West,3081.0
7131,2016,21200,11998,21200,Ivanhoe,3079.0
7132,2016,21201,8119,21201,Ivanhoe East - Eaglemont,3079.0
7133,2016,21202,16792,21202,Montmorency - Briar Hill,3088.0
7134,2016,21203,19018,21203,Viewbank - Yallambie,3084.0
7135,2016,21204,9542,21204,Watsonia,3083.0
7136,2016,21205,11965,21205,Kingsbury,3083.0
7137,2016,21207,28420,21207,Reservoir - East,3072.0
7138,2016,21208,25246,21208,Reservoir - West,3058.0
7139,2016,21428,21192,21428,Preston - East,
7140,2016,21429,12867,21429,Preston - West,
7141,2016,21209,24008,21209,Eltham,3095.0
7142,2016,21210,3605,21210,Hurstbridge,3091.0
7143,2016,21211,3984,21211,Kinglake,3757.0
7144,2016,21212,5409,21212,Panton Hill - St Andrews,3097.0
7145,2016,21213,9794,21213,Plenty - Yarrambat,3088.0
7146,2016,21214,7007,21214,Research - North Warrandyte,3095.0
7147,2016,21215,14351,21215,Wattle Glen - Diamond Creek,3089.0
7148,2016,21216,7959,21216,Bundoora - North,3083.0
7149,2016,21217,6456,21217,Bundoora - West,3083.0
7150,2016,21219,23874,21219,Lalor,3074.0
7151,2016,21220,18712,21220,Mill Park - North,3076.0
7152,2016,21221,12526,21221,Mill Park - South,3082.0
7153,2016,21223,21485,21223,Thomastown,3074.0
7154,2016,21224,16747,21224,Wallan,3658.0
7155,2016,21225,8436,21225,Whittlesea,3064.0
7156,2016,21430,21801,21430,Doreen,
7157,2016,21431,13738,21431,Epping - East,
7158,2016,21432,8690,21432,Epping - South,
7159,2016,21433,11484,21433,Epping - West,
7160,2016,21434,17171,21434,Mernda,
7161,2016,21435,12675,21435,South Morang (North),
7162,2016,21436,12558,21436,South Morang (South),
7163,2016,21437,9493,21437,Wollert,
7164,2016,21226,7903,21226,Airport West,3042.0
7166,2016,21228,8993,21228,Keilor,3033.0
7167,2016,21229,27399,21229,Keilor East,3033.0
7168,2016,21230,7250,21230,Niddrie - Essendon West,3033.0
7169,2016,21231,9968,21231,Strathmore,3041.0
7170,2016,21232,13312,21232,Gisborne,3337.0
7171,2016,21233,3525,21233,Macedon,3437.0
7172,2016,21234,4174,21234,Riddells Creek,3431.0
7173,2016,21235,9663,21235,Romsey,3430.0
7174,2016,21236,8112,21236,Coburg North,3044.0
7175,2016,21237,14460,21237,Fawkner,3060.0
7176,2016,21239,24829,21239,Pascoe Vale,3044.0
7177,2016,21438,23153,21438,Glenroy,
7178,2016,21439,3042,21439,Gowanbrae,
7179,2016,21440,5911,21440,Hadfield,
7180,2016,21240,13238,21240,Sunbury,3063.0
7181,2016,21241,27686,21241,Sunbury - South,3427.0
7182,2016,21242,13916,21242,Broadmeadows,3047.0
7183,2016,21243,17122,21243,Campbellfield - Coolaroo,3047.0
7184,2016,21245,18353,21245,Gladstone Park - Westmeadows,3043.0
7185,2016,21246,17123,21246,Greenvale - Bulla,3048.0
7186,2016,21247,15779,21247,Meadow Heights,3048.0
7187,2016,21248,194,21248,Melbourne Airport,3036.0
7188,2016,21249,23041,21249,Roxburgh Park - Somerton,3059.0
7189,2016,21250,6698,21250,Tullamarine,3043.0
7190,2016,21441,8749,21441,Craigieburn - Central,
7191,2016,21442,12124,21442,Craigieburn - North,
7192,2016,21443,16999,21443,Craigieburn - South,
7193,2016,21444,14882,21444,Craigieburn - West,
7194,2016,21445,3580,21445,Mickleham - Yuroke,
7195,2016,21251,12584,21251,Bayswater,3152.0
7196,2016,21254,15752,21254,Knoxfield - Scoresby,3156.0
7197,2016,21255,6917,21255,Lysterfield,3156.0
7198,2016,21256,15864,21256,Rowville - Central,3178.0
7199,2016,21257,8352,21257,Rowville - North,3156.0
7200,2016,21258,11000,21258,Rowville - South,3178.0
7201,2016,21259,14425,21259,Wantirna,3152.0
7202,2016,21260,18580,21260,Wantirna South,3152.0
7203,2016,21446,22918,21446,Boronia,
7204,2016,21447,14337,21447,Ferntree Gully (North),
7205,2016,21448,15230,21448,Ferntree Gully (South) - Upper Ferntree Gully,
7206,2016,21449,4441,21449,The Basin,
7207,2016,21261,16715,21261,Donvale - Park Orchards,3109.0
7208,2016,21262,10613,21262,Warrandyte - Wonga Park,3109.0
7209,2016,21263,12257,21263,Bayswater North,3137.0
7210,2016,21265,18752,21265,Croydon Hills - Warranwood,3115.0
7211,2016,21266,17931,21266,Ringwood,3134.0
7212,2016,21267,21031,21267,Ringwood East,3134.0
7213,2016,21268,9991,21268,Ringwood North,3114.0
7214,2016,21450,15724,21450,Croydon - East,
7215,2016,21451,13805,21451,Croydon - West,
7216,2016,21452,4856,21452,Croydon South,
7217,2016,21269,11074,21269,Forest Hill,3131.0
7218,2016,21270,16859,21270,Mitcham (Vic.),3132.0
7219,2016,21271,12363,21271,Nunawading,3131.0
7220,2016,21272,10896,21272,Vermont,3133.0
7221,2016,21273,12251,21273,Vermont South,3133.0
7222,2016,21274,10453,21274,Belgrave - Selby,3156.0
7223,2016,21275,10266,21275,Chirnside Park,3116.0
7224,2016,21276,14106,21276,Healesville - Yarra Glen,3770.0
7225,2016,21277,9470,21277,Kilsyth,3137.0
7226,2016,21278,19448,21278,Lilydale - Coldstream,3140.0
7227,2016,21279,5827,21279,Monbulk - Silvan,3782.0
7228,2016,21280,7078,21280,Montrose,3137.0
7229,2016,21281,23027,21281,Mooroolbark,3116.0
7230,2016,21282,10109,21282,Mount Dandenong - Olinda,3159.0
7231,2016,21283,10081,21283,Mount Evelyn,3139.0
7232,2016,21284,10040,21284,Upwey - Tecoma,3156.0
7233,2016,21285,7884,21285,Wandin - Seville,3139.0
7234,2016,21286,16622,21286,Yarra Valley,3139.0
7235,2016,21287,13612,21287,Beaconsfield - Officer,3807.0
7236,2016,21288,8928,21288,Bunyip - Garfield,3810.0
7237,2016,21289,18580,21289,Emerald - Cockatoo,3139.0
7238,2016,21290,7666,21290,Koo Wee Rup,3809.0
7239,2016,21291,19370,21291,Pakenham - North,3810.0
7240,2016,21292,29580,21292,Pakenham - South,3810.0
7241,2016,21293,23824,21293,Berwick - North,3806.0
7242,2016,21294,26874,21294,Berwick - South,3805.0
7243,2016,21295,11867,21295,Doveton,3177.0
7244,2016,21297,11335,21297,Hallam,3803.0
7245,2016,21299,8183,21299,Narre Warren North,3803.0
7246,2016,21453,12499,21453,Endeavour Hills - North,
7247,2016,21454,14160,21454,Endeavour Hills - South,
7248,2016,21455,13967,21455,Narre Warren - North East,
7249,2016,21456,14544,21456,Narre Warren - South West,
7250,2016,21300,20888,21300,Cranbourne,3977.0
7251,2016,21301,26754,21301,Cranbourne East,3977.0
7252,2016,21302,20985,21302,Cranbourne North,3977.0
7253,2016,21303,9116,21303,Cranbourne South,3977.0
7254,2016,21304,15685,21304,Cranbourne West,3977.0
7255,2016,21305,26780,21305,Hampton Park - Lynbrook,3976.0
7256,2016,21306,16067,21306,Lynbrook - Lyndhurst,3975.0
7257,2016,21308,8035,21308,Pearcedale - Tooradin,3912.0
7258,2016,21457,13713,21457,Narre Warren South (East),
7259,2016,21458,17513,21458,Narre Warren South (West),
7260,2016,21309,12323,21309,Clarinda - Oakleigh South,3167.0
7261,2016,21310,13296,21310,Clayton South,3169.0
7262,2016,21311,32700,21311,Dandenong,3175.0
7263,2016,21312,23684,21312,Dandenong North,3174.0
7264,2016,21313,10611,21313,Dingley Village,3169.0
7265,2016,21314,27471,21314,Keysborough,3173.0
7266,2016,21316,7871,21316,Noble Park North,3174.0
7267,2016,21317,22761,21317,Springvale,3171.0
7268,2016,21318,13227,21318,Springvale South,3172.0
7269,2016,21459,13073,21459,Noble Park - East,
7270,2016,21460,19435,21460,Noble Park - West,
7271,2016,21319,19308,21319,Ashwood - Chadstone,3125.0
7272,2016,21320,23672,21320,Clayton,3167.0
7273,2016,21321,22153,21321,Glen Waverley - East,3150.0
7274,2016,21322,20151,21322,Glen Waverley - West,3150.0
7275,2016,21323,16053,21323,Mount Waverley - North,3149.0
7276,2016,21324,19291,21324,Mount Waverley - South,3149.0
7277,2016,21325,20462,21325,Mulgrave,3170.0
7278,2016,21326,22617,21326,Oakleigh - Huntingdale,3166.0
7279,2016,21327,20880,21327,Wheelers Hill,3150.0
7280,2016,21328,8202,21328,Ardeer - Albion,3020.0
7281,2016,21329,10206,21329,Cairnlea,3023.0
7282,2016,21330,27536,21330,Deer Park - Derrimut,3023.0
7283,2016,21331,8841,21331,Delahey,3037.0
7284,2016,21332,13943,21332,Keilor Downs,3021.0
7285,2016,21333,14447,21333,Kings Park (Vic.),3021.0
7286,2016,21334,21064,21334,St Albans - North,3021.0
7287,2016,21335,18025,21335,St Albans - South,3021.0
7288,2016,21336,10241,21336,Sunshine,3020.0
7289,2016,21337,12123,21337,Sunshine North,3020.0
7290,2016,21338,19533,21338,Sunshine West,3012.0
7291,2016,21339,12585,21339,Sydenham,3037.0
7292,2016,21340,18455,21340,Taylors Lakes,3036.0
7293,2016,21341,13206,21341,Altona,3018.0
7294,2016,21342,20106,21342,Altona Meadows,3028.0
7295,2016,21343,14787,21343,Altona North,3012.0
7296,2016,21344,18523,21344,Newport,3015.0
7297,2016,21345,5408,21345,Seabrook,3028.0
7298,2016,21346,16389,21346,Williamstown,3016.0
7299,2016,21347,19224,21347,Braybrook,3012.0
7300,2016,21348,17343,21348,Footscray,3011.0
7301,2016,21349,12950,21349,Maribyrnong,3032.0
7302,2016,21350,9711,21350,Seddon - Kingsville,3011.0
7303,2016,21351,12058,21351,West Footscray - Tottenham,3012.0
7304,2016,21352,15656,21352,Yarraville,3013.0
7305,2016,21353,20989,21353,Bacchus Marsh,3340.0
7306,2016,21355,21305,21355,Hillside,3037.0
7307,2016,21356,19560,21356,Melton,3335.0
7308,2016,21357,24243,21357,Melton South,3338.0
7309,2016,21358,18157,21358,Melton West,3337.0
7310,2016,21359,3148,21359,Rockbank - Mount Cottrell,3023.0
7311,2016,21360,20218,21360,Taylors Hill,3023.0
7312,2016,21461,4943,21461,Burnside,
7313,2016,21462,6431,21462,Burnside Heights,
7314,2016,21463,20968,21463,Caroline Springs,
7315,2016,21361,20172,21361,Hoppers Crossing - North,3029.0
7316,2016,21362,20220,21362,Hoppers Crossing - South,3029.0
7317,2016,21363,9385,21363,Laverton,3026.0
7318,2016,21365,36404,21365,Tarneit,3024.0
7319,2016,21366,24628,21366,Truganina,3027.0
7320,2016,21368,11776,21368,Werribee - South,3029.0
7321,2016,21369,24270,21369,Wyndham Vale,3024.0
7322,2016,21464,12818,21464,Point Cook - East,
7323,2016,21465,24288,21465,Point Cook - North,
7324,2016,21466,15147,21466,Point Cook - South,
7325,2016,21467,20643,21467,Werribee - East,
7326,2016,21468,12283,21468,Werribee - West,
7327,2016,21370,21549,21370,Carrum Downs,3201.0
7328,2016,21371,23510,21371,Frankston,3199.0
7329,2016,21372,19939,21372,Frankston North,3199.0
7330,2016,21373,18995,21373,Frankston South,3199.0
7331,2016,21374,24694,21374,Langwarrin,3910.0
7332,2016,21375,17151,21375,Seaford (Vic.),3197.0
7333,2016,21376,13664,21376,Skye - Sandhurst,3977.0
7334,2016,21377,11454,21377,Dromana,3936.0
7335,2016,21378,5642,21378,Flinders,3915.0
7336,2016,21379,22851,21379,Hastings - Somers,3915.0
7337,2016,21380,25030,21380,Mornington,3931.0
7338,2016,21381,18696,21381,Mount Eliza,3930.0
7339,2016,21382,19365,21382,Mount Martha,3934.0
7340,2016,21383,17999,21383,Point Nepean,3939.0
7341,2016,21384,21613,21384,Rosebud - McCrae,3936.0
7342,2016,21385,18878,21385,Somerville,3911.0
7343,2016,21386,8386,21386,Ararat,3377.0
7344,2016,21387,3198,21387,Ararat Region,3271.0
7345,2016,21388,16462,21388,Horsham,3400.0
7346,2016,21389,3443,21389,Horsham Region,3385.0
7347,2016,21390,6960,21390,Nhill Region,3393.0
7348,2016,21391,3353,21391,St Arnaud,3384.0
7349,2016,21392,8225,21392,Stawell,3374.0
7350,2016,21393,2782,21393,West Wimmera,3312.0
7351,2016,21394,6693,21394,Yarriambiack,3385.0
7352,2016,21395,6945,21395,Irymple,3498.0
7353,2016,21396,4820,21396,Merbein,3496.0
7354,2016,21398,3747,21398,Mildura Region,3489.0
7355,2016,21399,5947,21399,Red Cliffs,3496.0
7356,2016,21469,18398,21469,Mildura - North,
7357,2016,21470,14801,21470,Mildura - South,
7358,2016,21400,6285,21400,Buloke,3393.0
7359,2016,21401,6661,21401,Gannawarra,2732.0
7360,2016,21402,3898,21402,Kerang,3579.0
7361,2016,21403,3382,21403,Robinvale,3549.0
7362,2016,21404,11079,21404,Swan Hill,3585.0
7363,2016,21405,6442,21405,Swan Hill Region,2715.0
7364,2016,21406,14888,21406,Echuca,3564.0
7365,2016,21407,11034,21407,Kyabram,3561.0
7366,2016,21408,3855,21408,Lockington - Gunbower,3561.0
7367,2016,21409,3895,21409,Rochester,3559.0
7368,2016,21410,4076,21410,Rushworth,3523.0
7369,2016,21411,6420,21411,Cobram,3644.0
7370,2016,21412,2623,21412,Moira,3636.0
7371,2016,21413,12422,21413,Numurkah,2714.0
7372,2016,21414,8021,21414,Yarrawonga,3730.0
7373,2016,21415,8033,21415,Mooroopna,3629.0
7374,2016,21416,19007,21416,Shepparton - North,3630.0
7375,2016,21417,23668,21417,Shepparton - South,3630.0
7376,2016,21418,3897,21418,Shepparton Region - East,3610.0
7377,2016,21419,10279,21419,Shepparton Region - West,3608.0
7378,2016,21420,8778,21420,Glenelg (Vic.),3285.0
7379,2016,21421,10081,21421,Hamilton (Vic.),3300.0
7380,2016,21422,10943,21422,Portland,3305.0
7381,2016,21423,6143,21423,Southern Grampians,3289.0
7382,2016,21471,3526,21471,Camperdown,
7383,2016,21472,12450,21472,Colac,
7384,2016,21473,5381,21473,Colac Region,
7385,2016,21474,5432,21474,Corangamite - North,
7386,2016,21475,7274,21475,Corangamite - South,
7387,2016,21476,3556,21476,Otway,
7388,2016,21477,6709,21477,Moyne - East,
7389,2016,21478,9603,21478,Moyne - West,
7390,2016,21479,21442,21479,Warrnambool - North,
7391,2016,21480,13173,21480,Warrnambool - South,
7392,2017,21001,12639,21001,Alfredton,3350.0
7393,2017,21002,12261,21002,Ballarat,3350.0
7394,2017,21003,23836,21003,Ballarat - North,3350.0
7395,2017,21004,24983,21004,Ballarat - South,3350.0
7396,2017,21005,7407,21005,Buninyong,3350.0
7397,2017,21006,7617,21006,Delacombe,3351.0
7398,2017,21007,4002,21007,Smythes Creek,3351.0
7399,2017,21008,14933,21008,Wendouree - Miners Rest,3352.0
7400,2017,21009,6093,21009,Bacchus Marsh Region,3340.0
7401,2017,21010,7910,21010,Creswick - Clunes,3352.0
7402,2017,21011,9238,21011,Daylesford,3363.0
7403,2017,21012,5866,21012,Gordon (Vic.),3333.0
7404,2017,21013,3349,21013,Avoca,3352.0
7405,2017,21014,4483,21014,Beaufort,3325.0
7406,2017,21015,4609,21015,Golden Plains - North,3324.0
7407,2017,21016,8057,21016,Maryborough (Vic.),3465.0
7408,2017,21017,5342,21017,Maryborough Region,3370.0
7409,2017,21018,14836,21018,Bendigo,3550.0
7410,2017,21019,12295,21019,California Gully - Eaglehawk,3550.0
7411,2017,21020,13801,21020,East Bendigo - Kennington,3550.0
7412,2017,21021,9501,21021,Flora Hill - Spring Gully,3550.0
7413,2017,21022,20180,21022,Kangaroo Flat - Golden Square,3555.0
7414,2017,21023,5248,21023,Maiden Gully,3551.0
7415,2017,21024,9120,21024,Strathfieldsaye,3551.0
7416,2017,21025,12471,21025,White Hills - Ascot,3550.0
7417,2017,21026,7576,21026,Bendigo Region - South,3444.0
7418,2017,21027,10882,21027,Castlemaine,3450.0
7419,2017,21028,8695,21028,Castlemaine Region,3364.0
7420,2017,21029,4605,21029,Heathcote,3444.0
7421,2017,21030,9918,21030,Kyneton,3435.0
7422,2017,21031,7218,21031,Woodend,3437.0
7423,2017,21032,4507,21032,Bendigo Region - North,3551.0
7424,2017,21033,7106,21033,Loddon,3463.0
7425,2017,21034,6877,21034,Bannockburn,3221.0
7426,2017,21035,7112,21035,Golden Plains - South,3221.0
7427,2017,21036,5886,21036,Winchelsea,3216.0
7428,2017,21037,14591,21037,Belmont,3216.0
7429,2017,21038,27308,21038,Corio - Norlane,3214.0
7430,2017,21039,13199,21039,Geelong,3215.0
7431,2017,21040,20219,21040,Geelong West - Hamlyn Heights,3215.0
7432,2017,21041,25877,21041,Grovedale,3216.0
7433,2017,21042,23062,21042,Highton,3216.0
7434,2017,21043,19141,21043,Lara,3211.0
7435,2017,21044,13352,21044,Leopold,3222.0
7436,2017,21045,15002,21045,Newcomb - Moolap,3219.0
7437,2017,21046,10551,21046,Newtown (Vic.),3220.0
7438,2017,21047,15299,21047,North Geelong - Bell Park,3215.0
7439,2017,21048,14141,21048,Clifton Springs,3222.0
7440,2017,21049,5379,21049,Lorne - Anglesea,3230.0
7441,2017,21050,25461,21050,Ocean Grove - Barwon Heads,3221.0
7442,2017,21051,7770,21051,Portarlington,3221.0
7443,2017,21052,4415,21052,Point Lonsdale - Queenscliff,3222.0
7444,2017,21053,20033,21053,Torquay,3216.0
7445,2017,21054,6546,21054,Alexandra,3666.0
7446,2017,21055,6426,21055,Euroa,3610.0
7447,2017,21056,14385,21056,Kilmore - Broadford,3658.0
7448,2017,21057,9162,21057,Mansfield (Vic.),3669.0
7449,2017,21058,4104,21058,Nagambie,3523.0
7450,2017,21059,6430,21059,Seymour,3660.0
7451,2017,21060,4553,21060,Seymour Region,3435.0
7452,2017,21061,193,21061,Upper Yarra Valley,3799.0
7453,2017,21062,3696,21062,Yea,3658.0
7454,2017,21063,10478,21063,Benalla,3672.0
7455,2017,21064,3634,21064,Benalla Region,3669.0
7456,2017,21065,3932,21065,Rutherglen,3682.0
7457,2017,21066,19183,21066,Wangaratta,3677.0
7458,2017,21067,9753,21067,Wangaratta Region,3673.0
7459,2017,21068,4733,21068,Beechworth,3747.0
7460,2017,21069,8394,21069,Bright - Mount Beauty,3691.0
7461,2017,21070,3115,21070,Chiltern - Indigo Valley,3683.0
7462,2017,21071,4736,21071,Myrtleford,3737.0
7463,2017,21072,6041,21072,Towong,2642.0
7464,2017,21073,15197,21073,West Wodonga,3690.0
7465,2017,21074,25616,21074,Wodonga,3690.0
7466,2017,21075,4660,21075,Yackandandah,3691.0
7467,2017,21076,17107,21076,Drouin,3816.0
7468,2017,21077,6168,21077,Mount Baw Baw Region,3818.0
7469,2017,21078,7980,21078,Trafalgar (Vic.),3821.0
7470,2017,21079,19753,21079,Warragul,3818.0
7472,2017,21081,15162,21081,Bairnsdale,3875.0
7473,2017,21082,7960,21082,Bruthen - Omeo,3701.0
7475,2017,21084,10207,21084,Lakes Entrance,3887.0
7476,2017,21085,6503,21085,Orbost,3885.0
7477,2017,21086,6451,21086,Paynesville,3875.0
7478,2017,21087,8969,21087,Foster,3871.0
7479,2017,21088,119,21088,French Island,3921.0
7480,2017,21089,9342,21089,Korumburra,3945.0
7481,2017,21090,11230,21090,Leongatha,3835.0
7482,2017,21091,11275,21091,Phillip Island,3922.0
7483,2017,21092,13,21092,Wilsons Promontory,3960.0
7484,2017,21093,23270,21093,Wonthaggi - Inverloch,3925.0
7485,2017,21094,11607,21094,Churchill,3840.0
7486,2017,21095,16906,21095,Moe - Newborough,3825.0
7487,2017,21096,14042,21096,Morwell,3840.0
7488,2017,21097,27705,21097,Traralgon,3844.0
7489,2017,21098,4637,21098,Yallourn North - Glengarry,3825.0
7490,2017,21099,24,21099,Alps - West,3858.0
7491,2017,21100,4446,21100,Longford - Loch Sport,3850.0
7492,2017,21101,14125,21101,Maffra,3850.0
7493,2017,21102,4853,21102,Rosedale,3844.0
7494,2017,21103,14906,21103,Sale,3850.0
7495,2017,21104,5401,21104,Yarram,3844.0
7496,2017,21105,27704,21105,Brunswick,3055.0
7497,2017,21106,12149,21106,Brunswick East,3054.0
7498,2017,21107,14549,21107,Brunswick West,3052.0
7499,2017,21108,27948,21108,Coburg,3044.0
7500,2017,21109,10693,21109,Pascoe Vale South,3044.0
7501,2017,21110,9470,21110,Alphington - Fairfield,3070.0
7502,2017,21111,26630,21111,Northcote,3070.0
7503,2017,21112,19711,21112,Thornbury,3070.0
7504,2017,21113,15676,21113,Ascot Vale,3032.0
7505,2017,21114,29327,21114,Essendon - Aberfeldie,3040.0
7506,2017,21115,10663,21115,Flemington,3031.0
7507,2017,21116,15489,21116,Moonee Ponds,3039.0
7508,2017,21117,20669,21117,Carlton,3000.0
7509,2017,21118,13923,21118,Docklands,3005.0
7510,2017,21119,5495,21119,East Melbourne,3000.0
7511,2017,21120,88,21120,Flemington Racecourse,3031.0
7512,2017,21121,11535,21121,Kensington (Vic.),3031.0
7513,2017,21122,44599,21122,Melbourne,3000.0
7514,2017,21123,23087,21123,North Melbourne,3000.0
7515,2017,21124,8182,21124,Parkville,3000.0
7516,2017,21125,6831,21125,South Yarra - West,3004.0
7517,2017,21126,21580,21126,Southbank,3004.0
7519,2017,21128,16495,21128,Albert Park,3004.0
7520,2017,21129,16383,21129,Elwood,3184.0
7521,2017,21130,17487,21130,Port Melbourne,3207.0
7522,2017,21131,182,21131,Port Melbourne Industrial,3207.0
7523,2017,21132,12700,21132,South Melbourne,3004.0
7524,2017,21133,28686,21133,St Kilda,3004.0
7525,2017,21134,17562,21134,St Kilda East,3182.0
7526,2017,21135,9632,21135,Armadale,3143.0
7527,2017,21136,21364,21136,Prahran - Windsor,3143.0
7528,2017,21137,23147,21137,South Yarra - East,3141.0
7529,2017,21138,13958,21138,Toorak,3142.0
7530,2017,21139,9288,21139,Abbotsford,3067.0
7531,2017,21140,9023,21140,Carlton North - Princes Hill,3054.0
7532,2017,21141,9439,21141,Collingwood,3066.0
7533,2017,21142,11325,21142,Fitzroy,3065.0
7534,2017,21143,13249,21143,Fitzroy North,3068.0
7535,2017,21144,33276,21144,Richmond (Vic.),3121.0
7536,2017,21145,9675,21145,Yarra - North,3068.0
7537,2017,21146,8175,21146,Ashburton (Vic.),3145.0
7538,2017,21147,16914,21147,Balwyn,3103.0
7539,2017,21148,21609,21148,Balwyn North,3103.0
7540,2017,21149,22791,21149,Camberwell,3124.0
7541,2017,21150,17349,21150,Glen Iris - East,3123.0
7542,2017,21151,24733,21151,Hawthorn,3122.0
7543,2017,21152,16466,21152,Hawthorn East,3122.0
7544,2017,21153,26598,21153,Kew,3101.0
7545,2017,21154,6842,21154,Kew East,3101.0
7546,2017,21155,17114,21155,Surrey Hills (West) - Canterbury,3124.0
7547,2017,21156,11580,21156,Bulleen,3105.0
7548,2017,21157,22697,21157,Doncaster,3107.0
7549,2017,21159,17706,21159,Templestowe,3106.0
7550,2017,21160,14397,21160,Templestowe Lower,3106.0
7551,2017,21424,15507,21424,Doncaster East (North),
7552,2017,21425,14921,21425,Doncaster East (South),
7553,2017,21161,22593,21161,Blackburn,3130.0
7554,2017,21162,11293,21162,Blackburn South,3130.0
7555,2017,21163,21747,21163,Box Hill,3128.0
